IT_NO ID WAGE HOUSING_VALUE LIQUIDITY
1 580 5.000000 400.000000 -142.500000
1 581 5.000000 400.000000 -142.500000
1 610 5.000000 400.000000 -142.500000
1 618 5.000000 400.000000 -142.500000
1 624 5.000000 400.000000 -142.500000
1 627 5.000000 400.000000 -142.500000
1 631 5.000000 400.000000 -142.500000
1 642 5.000000 400.000000 -142.500000
1 648 5.000000 400.000000 -142.500000
1 657 5.000000 400.000000 -142.500000
1 659 5.000000 400.000000 -142.500000
1 666 5.000000 400.000000 -142.500000
1 668 5.000000 400.000000 -142.500000
1 677 5.000000 400.000000 -142.500000
1 695 5.000000 400.000000 -142.500000
1 700 5.000000 400.000000 -142.500000
1 711 5.000000 400.000000 -142.500000
1 714 5.000000 400.000000 -142.500000
1 717 5.000000 400.000000 -142.500000
1 724 5.000000 400.000000 -142.500000
1 729 5.000000 400.000000 -142.500000
1 814 0.000000 400.000000 -150.000000
1 813 0.000000 400.000000 -150.000000
1 791 0.000000 400.000000 -150.000000
1 784 0.000000 400.000000 -150.000000
1 782 0.000000 400.000000 -150.000000
1 772 0.000000 400.000000 -150.000000
1 759 0.000000 400.000000 -150.000000
1 744 0.000000 400.000000 -150.000000
1 767 0.000000 400.000000 -150.000000
1 749 0.000000 400.000000 -150.000000
1 745 0.000000 500.000000 -1.048934
1 748 0.000000 500.000000 -1.048934
1 752 0.000000 500.000000 -1.048934
1 753 0.000000 500.000000 -1.048934
1 755 0.000000 500.000000 -1.048934
1 756 0.000000 500.000000 -1.048934
1 757 0.000000 500.000000 -1.048934
1 758 0.000000 500.000000 -1.048934
1 760 0.000000 500.000000 -1.048934
1 761 0.000000 500.000000 -1.048934
1 762 0.000000 500.000000 -1.048934
1 763 0.000000 500.000000 -1.048934
1 764 0.000000 500.000000 -1.048934
1 765 0.000000 500.000000 -1.048934
1 766 0.000000 500.000000 -1.048934
1 768 0.000000 500.000000 -1.048934
1 769 0.000000 500.000000 -1.048934
1 771 0.000000 500.000000 -1.048934
1 773 0.000000 500.000000 -1.048934
1 774 0.000000 500.000000 -1.048934
1 775 0.000000 500.000000 -1.048934
1 776 0.000000 500.000000 -1.048934
1 777 0.000000 500.000000 -1.048934
1 778 0.000000 500.000000 -1.048934
1 780 0.000000 500.000000 -1.048934
1 781 0.000000 500.000000 -1.048934
1 783 0.000000 500.000000 -1.048934
1 785 0.000000 500.000000 -1.048934
1 786 0.000000 500.000000 -1.048934
1 788 0.000000 500.000000 -1.048934
1 789 0.000000 500.000000 -1.048934
1 792 0.000000 500.000000 -1.048934
1 793 0.000000 500.000000 -1.048934
1 794 0.000000 500.000000 -1.048934
1 797 0.000000 500.000000 -1.048934
1 798 0.000000 500.000000 -1.048934
1 799 0.000000 500.000000 -1.048934
1 801 0.000000 500.000000 -1.048934
1 802 0.000000 500.000000 -1.048934
1 803 0.000000 500.000000 -1.048934
1 804 0.000000 500.000000 -1.048934
1 805 0.000000 500.000000 -1.048934
1 806 0.000000 500.000000 -1.048934
1 807 0.000000 500.000000 -1.048934
1 808 0.000000 500.000000 -1.048934
1 809 0.000000 500.000000 -1.048934
1 810 0.000000 500.000000 -1.048934
1 811 0.000000 500.000000 -1.048934
1 812 0.000000 500.000000 -1.048934
1 815 0.000000 500.000000 -1.048934
1 816 0.000000 500.000000 -1.048934
1 817 0.000000 500.000000 -1.048934
1 819 0.000000 500.000000 -1.048934
1 820 0.000000 500.000000 -1.048934
1 822 0.000000 500.000000 -1.048934
1 743 0.000000 500.000000 -1.048934
1 741 5.000000 500.000000 13.919598
1 739 5.000000 500.000000 13.919598
1 738 5.000000 500.000000 13.919598
1 737 5.000000 500.000000 13.919598
1 736 5.000000 500.000000 13.919598
1 733 5.000000 500.000000 13.919598
1 732 5.000000 500.000000 13.919598
1 731 5.000000 500.000000 13.919598
1 728 5.000000 500.000000 13.919598
1 727 5.000000 500.000000 13.919598
1 725 5.000000 500.000000 13.919598
1 722 5.000000 500.000000 13.919598
1 721 5.000000 500.000000 13.919598
1 719 5.000000 500.000000 13.919598
1 718 5.000000 500.000000 13.919598
1 716 5.000000 500.000000 13.919598
1 715 5.000000 500.000000 13.919598
1 713 5.000000 500.000000 13.919598
1 712 5.000000 500.000000 13.919598
1 710 5.000000 500.000000 13.919598
1 709 5.000000 500.000000 13.919598
1 708 5.000000 500.000000 13.919598
1 707 5.000000 500.000000 13.919598
1 706 5.000000 500.000000 13.919598
1 705 5.000000 500.000000 13.919598
1 703 5.000000 500.000000 13.919598
1 702 5.000000 500.000000 13.919598
1 701 5.000000 500.000000 13.919598
1 699 5.000000 500.000000 13.919598
1 698 5.000000 500.000000 13.919598
1 697 5.000000 500.000000 13.919598
1 696 5.000000 500.000000 13.919598
1 694 5.000000 500.000000 13.919598
1 693 5.000000 500.000000 13.919598
1 691 5.000000 500.000000 13.919598
1 690 5.000000 500.000000 13.919598
1 689 5.000000 500.000000 13.919598
1 687 5.000000 500.000000 13.919598
1 686 5.000000 500.000000 13.919598
1 685 5.000000 500.000000 13.919598
1 684 5.000000 500.000000 13.919598
1 682 5.000000 500.000000 13.919598
1 681 5.000000 500.000000 13.919598
1 680 5.000000 500.000000 13.919598
1 679 5.000000 500.000000 13.919598
1 678 5.000000 500.000000 13.919598
1 676 5.000000 500.000000 13.919598
1 675 5.000000 500.000000 13.919598
1 674 5.000000 500.000000 13.919598
1 673 5.000000 500.000000 13.919598
1 671 5.000000 500.000000 13.919598
1 670 5.000000 500.000000 13.919598
1 669 5.000000 500.000000 13.919598
1 667 5.000000 500.000000 13.919598
1 665 5.000000 500.000000 13.919598
1 664 5.000000 500.000000 13.919598
1 663 5.000000 500.000000 13.919598
1 662 5.000000 500.000000 13.919598
1 660 5.000000 500.000000 13.919598
1 658 5.000000 500.000000 13.919598
1 656 5.000000 500.000000 13.919598
1 655 5.000000 500.000000 13.919598
1 654 5.000000 500.000000 13.919598
1 653 5.000000 500.000000 13.919598
1 651 5.000000 500.000000 13.919598
1 650 5.000000 500.000000 13.919598
1 647 5.000000 500.000000 13.919598
1 646 5.000000 500.000000 13.919598
1 645 5.000000 500.000000 13.919598
1 644 5.000000 500.000000 13.919598
1 643 5.000000 500.000000 13.919598
1 641 5.000000 500.000000 13.919598
1 640 5.000000 500.000000 13.919598
1 639 5.000000 500.000000 13.919598
1 638 5.000000 500.000000 13.919598
1 637 5.000000 500.000000 13.919598
1 636 5.000000 500.000000 13.919598
1 635 5.000000 500.000000 13.919598
1 633 5.000000 500.000000 13.919598
1 628 5.000000 500.000000 13.919598
1 625 5.000000 500.000000 13.919598
1 623 5.000000 500.000000 13.919598
1 622 5.000000 500.000000 13.919598
1 620 5.000000 500.000000 13.919598
1 619 5.000000 500.000000 13.919598
1 617 5.000000 500.000000 13.919598
1 616 5.000000 500.000000 13.919598
1 615 5.000000 500.000000 13.919598
1 614 5.000000 500.000000 13.919598
1 612 5.000000 500.000000 13.919598
1 608 5.000000 500.000000 13.919598
1 607 5.000000 500.000000 13.919598
1 606 5.000000 500.000000 13.919598
1 605 5.000000 500.000000 13.919598
1 604 5.000000 500.000000 13.919598
1 603 5.000000 500.000000 13.919598
1 602 5.000000 500.000000 13.919598
1 601 5.000000 500.000000 13.919598
1 600 5.000000 500.000000 13.919598
1 597 5.000000 500.000000 13.919598
1 596 5.000000 500.000000 13.919598
1 595 5.000000 500.000000 13.919598
1 593 5.000000 500.000000 13.919598
1 592 5.000000 500.000000 13.919598
1 591 5.000000 500.000000 13.919598
1 590 5.000000 500.000000 13.919598
1 589 5.000000 500.000000 13.919598
1 588 5.000000 500.000000 13.919598
1 587 5.000000 500.000000 13.919598
1 586 5.000000 500.000000 13.919598
1 585 5.000000 500.000000 13.919598
1 584 5.000000 500.000000 13.919598
1 583 5.000000 500.000000 13.919598
1 582 5.000000 500.000000 13.919598
1 579 5.000000 500.000000 13.919598
1 578 5.000000 500.000000 13.919598
1 577 5.000000 500.000000 13.919598
1 576 5.000000 500.000000 13.919598
1 573 5.000000 500.000000 13.919598
1 572 5.000000 500.000000 13.919598
1 571 5.000000 500.000000 13.919598
1 570 5.000000 500.000000 13.919598
1 568 5.000000 500.000000 13.919598
1 567 5.000000 500.000000 13.919598
1 566 5.000000 500.000000 13.919598
1 565 5.000000 500.000000 13.919598
1 562 5.000000 500.000000 13.919598
1 561 5.000000 500.000000 13.919598
1 560 5.000000 500.000000 13.919598
1 559 5.000000 500.000000 13.919598
1 558 5.000000 500.000000 13.919598
1 555 5.000000 500.000000 13.919598
1 554 5.000000 500.000000 13.919598
1 553 5.000000 500.000000 13.919598
1 551 5.000000 500.000000 13.919598
1 549 5.000000 500.000000 13.919598
1 548 5.000000 500.000000 13.919598
1 547 5.000000 500.000000 13.919598
1 546 5.000000 500.000000 13.919598
1 545 5.000000 500.000000 13.919598
1 543 5.000000 500.000000 13.919598
1 542 5.000000 500.000000 13.919598
1 541 5.000000 500.000000 13.919598
1 539 5.000000 500.000000 13.919598
1 537 5.000000 500.000000 13.919598
1 536 5.000000 500.000000 13.919598
1 535 5.000000 500.000000 13.919598
1 534 5.000000 500.000000 13.919598
1 532 5.000000 500.000000 13.919598
1 529 5.000000 500.000000 13.919598
1 528 5.000000 500.000000 13.919598
1 526 5.000000 500.000000 13.919598
1 525 5.000000 500.000000 13.919598
1 524 5.000000 500.000000 13.919598
1 523 5.000000 500.000000 13.919598
1 522 5.000000 500.000000 13.919598
1 519 5.000000 500.000000 13.919598
1 516 5.000000 500.000000 13.919598
1 515 5.000000 500.000000 13.919598
1 512 5.000000 500.000000 13.919598
1 511 5.000000 500.000000 13.919598
1 508 5.000000 500.000000 13.919598
1 506 5.000000 500.000000 13.919598
1 505 5.000000 500.000000 13.919598
1 504 5.000000 500.000000 13.919598
1 501 5.000000 500.000000 13.919598
1 500 5.000000 500.000000 13.919598
1 499 5.000000 500.000000 13.919598
1 496 5.000000 500.000000 13.919598
1 494 5.000000 500.000000 13.919598
1 493 5.000000 500.000000 13.919598
1 492 5.000000 500.000000 13.919598
1 491 5.000000 500.000000 13.919598
1 490 5.000000 500.000000 13.919598
1 489 5.000000 500.000000 13.919598
1 487 5.000000 500.000000 13.919598
1 486 5.000000 500.000000 13.919598
1 485 5.000000 500.000000 13.919598
1 484 5.000000 500.000000 13.919598
1 482 5.000000 500.000000 13.919598
1 481 5.000000 500.000000 13.919598
1 477 5.000000 500.000000 13.919598
1 476 5.000000 500.000000 13.919598
1 475 5.000000 500.000000 13.919598
1 474 5.000000 500.000000 13.919598
1 473 5.000000 500.000000 13.919598
1 471 5.000000 500.000000 13.919598
1 469 5.000000 500.000000 13.919598
1 468 5.000000 500.000000 13.919598
1 467 5.000000 500.000000 13.919598
1 466 5.000000 500.000000 13.919598
1 465 5.000000 500.000000 13.919598
1 462 5.000000 500.000000 13.919598
1 459 5.000000 500.000000 13.919598
1 458 5.000000 500.000000 13.919598
1 457 5.000000 500.000000 13.919598
1 455 5.000000 500.000000 13.919598
1 454 5.000000 500.000000 13.919598
1 453 5.000000 500.000000 13.919598
1 452 5.000000 500.000000 13.919598
1 451 5.000000 500.000000 13.919598
1 450 5.000000 500.000000 13.919598
1 448 5.000000 500.000000 13.919598
1 443 5.000000 500.000000 13.919598
1 442 5.000000 500.000000 13.919598
1 439 5.000000 500.000000 13.919598
1 435 5.000000 500.000000 13.919598
1 434 5.000000 500.000000 13.919598
1 433 5.000000 500.000000 13.919598
1 431 5.000000 500.000000 13.919598
1 430 5.000000 500.000000 13.919598
1 428 5.000000 500.000000 13.919598
1 424 5.000000 500.000000 13.919598
1 423 5.000000 500.000000 13.919598
1 419 5.000000 500.000000 13.919598
1 415 5.000000 500.000000 13.919598
1 414 5.000000 500.000000 13.919598
1 413 5.000000 500.000000 13.919598
1 412 5.000000 500.000000 13.919598
1 411 5.000000 500.000000 13.919598
1 410 5.000000 500.000000 13.919598
1 408 5.000000 500.000000 13.919598
1 407 5.000000 500.000000 13.919598
1 406 5.000000 500.000000 13.919598
1 403 5.000000 500.000000 13.919598
1 401 5.000000 500.000000 13.919598
1 400 5.000000 500.000000 13.919598
1 399 5.000000 500.000000 13.919598
1 398 5.000000 500.000000 13.919598
1 396 5.000000 500.000000 13.919598
1 395 5.000000 500.000000 13.919598
1 393 5.000000 500.000000 13.919598
1 392 5.000000 500.000000 13.919598
1 390 5.000000 500.000000 13.919598
1 389 5.000000 500.000000 13.919598
1 388 5.000000 500.000000 13.919598
1 387 5.000000 500.000000 13.919598
1 386 5.000000 500.000000 13.919598
1 383 5.000000 500.000000 13.919598
1 381 5.000000 500.000000 13.919598
1 380 5.000000 500.000000 13.919598
1 379 5.000000 500.000000 13.919598
1 378 5.000000 500.000000 13.919598
1 377 5.000000 500.000000 13.919598
1 375 5.000000 500.000000 13.919598
1 374 5.000000 500.000000 13.919598
1 373 5.000000 500.000000 13.919598
1 371 5.000000 500.000000 13.919598
1 369 5.000000 500.000000 13.919598
1 367 5.000000 500.000000 13.919598
1 365 5.000000 500.000000 13.919598
1 364 5.000000 500.000000 13.919598
1 362 5.000000 500.000000 13.919598
1 361 5.000000 500.000000 13.919598
1 359 5.000000 500.000000 13.919598
1 358 5.000000 500.000000 13.919598
1 355 5.000000 500.000000 13.919598
1 354 5.000000 500.000000 13.919598
1 353 5.000000 500.000000 13.919598
1 352 5.000000 500.000000 13.919598
1 351 5.000000 500.000000 13.919598
1 350 5.000000 500.000000 13.919598
1 347 5.000000 500.000000 13.919598
1 346 5.000000 500.000000 13.919598
1 345 5.000000 500.000000 13.919598
1 343 5.000000 500.000000 13.919598
1 342 5.000000 500.000000 13.919598
1 341 5.000000 500.000000 13.919598
1 340 5.000000 500.000000 13.919598
1 338 5.000000 500.000000 13.919598
1 337 5.000000 500.000000 13.919598
1 336 5.000000 500.000000 13.919598
1 335 5.000000 500.000000 13.919598
1 334 5.000000 500.000000 13.919598
1 333 5.000000 500.000000 13.919598
1 332 5.000000 500.000000 13.919598
1 330 5.000000 500.000000 13.919598
1 329 5.000000 500.000000 13.919598
1 328 5.000000 500.000000 13.919598
1 327 5.000000 500.000000 13.919598
1 326 5.000000 500.000000 13.919598
1 325 5.000000 500.000000 13.919598
1 324 5.000000 500.000000 13.919598
1 323 5.000000 500.000000 13.919598
1 322 5.000000 500.000000 13.919598
1 321 5.000000 500.000000 13.919598
1 320 5.000000 500.000000 13.919598
1 319 5.000000 500.000000 13.919598
1 317 5.000000 500.000000 13.919598
1 316 5.000000 500.000000 13.919598
1 315 5.000000 500.000000 13.919598
1 314 5.000000 500.000000 13.919598
1 313 5.000000 500.000000 13.919598
1 312 5.000000 500.000000 13.919598
1 309 5.000000 500.000000 13.919598
1 307 5.000000 500.000000 13.919598
1 306 5.000000 500.000000 13.919598
1 304 5.000000 500.000000 13.919598
1 299 5.000000 500.000000 13.919598
1 298 5.000000 500.000000 13.919598
1 297 5.000000 500.000000 13.919598
1 295 5.000000 500.000000 13.919598
1 294 5.000000 500.000000 13.919598
1 293 5.000000 500.000000 13.919598
1 291 5.000000 500.000000 13.919598
1 290 5.000000 500.000000 13.919598
1 288 5.000000 500.000000 13.919598
1 286 5.000000 500.000000 13.919598
1 284 5.000000 500.000000 13.919598
1 283 5.000000 500.000000 13.919598
1 281 5.000000 500.000000 13.919598
1 280 5.000000 500.000000 13.919598
1 278 5.000000 500.000000 13.919598
1 276 5.000000 500.000000 13.919598
1 274 5.000000 500.000000 13.919598
1 273 5.000000 500.000000 13.919598
1 272 5.000000 500.000000 13.919598
1 271 5.000000 500.000000 13.919598
1 269 5.000000 500.000000 13.919598
1 267 5.000000 500.000000 13.919598
1 266 5.000000 500.000000 13.919598
1 265 5.000000 500.000000 13.919598
1 264 5.000000 500.000000 13.919598
1 263 5.000000 500.000000 13.919598
1 261 5.000000 500.000000 13.919598
1 260 5.000000 500.000000 13.919598
1 259 5.000000 500.000000 13.919598
1 258 5.000000 500.000000 13.919598
1 256 5.000000 500.000000 13.919598
1 253 5.000000 500.000000 13.919598
1 252 5.000000 500.000000 13.919598
1 251 5.000000 500.000000 13.919598
1 249 5.000000 500.000000 13.919598
1 248 5.000000 500.000000 13.919598
1 247 5.000000 500.000000 13.919598
1 245 5.000000 500.000000 13.919598
1 243 5.000000 500.000000 13.919598
1 242 5.000000 500.000000 13.919598
1 239 5.000000 500.000000 13.919598
1 238 5.000000 500.000000 13.919598
1 237 5.000000 500.000000 13.919598
1 235 5.000000 500.000000 13.919598
1 234 5.000000 500.000000 13.919598
1 231 5.000000 500.000000 13.919598
1 230 5.000000 500.000000 13.919598
1 229 5.000000 500.000000 13.919598
1 228 5.000000 500.000000 13.919598
1 225 5.000000 500.000000 13.919598
1 223 5.000000 500.000000 13.919598
1 222 5.000000 500.000000 13.919598
1 221 5.000000 500.000000 13.919598
1 218 5.000000 500.000000 13.919598
1 217 5.000000 500.000000 13.919598
1 214 5.000000 500.000000 13.919598
1 213 5.000000 500.000000 13.919598
1 212 5.000000 500.000000 13.919598
1 211 5.000000 500.000000 13.919598
1 210 5.000000 500.000000 13.919598
1 208 5.000000 500.000000 13.919598
1 207 5.000000 500.000000 13.919598
1 206 5.000000 500.000000 13.919598
1 205 5.000000 500.000000 13.919598
1 204 5.000000 500.000000 13.919598
1 203 5.000000 500.000000 13.919598
1 201 5.000000 500.000000 13.919598
1 199 5.000000 500.000000 13.919598
1 198 5.000000 500.000000 13.919598
1 195 5.000000 500.000000 13.919598
1 193 5.000000 500.000000 13.919598
1 192 5.000000 500.000000 13.919598
1 191 5.000000 500.000000 13.919598
1 189 5.000000 500.000000 13.919598
1 188 5.000000 500.000000 13.919598
1 186 5.000000 500.000000 13.919598
1 185 5.000000 500.000000 13.919598
1 183 5.000000 500.000000 13.919598
1 182 5.000000 500.000000 13.919598
1 181 5.000000 500.000000 13.919598
1 180 5.000000 500.000000 13.919598
1 179 5.000000 500.000000 13.919598
1 178 5.000000 500.000000 13.919598
1 176 5.000000 500.000000 13.919598
1 174 5.000000 500.000000 13.919598
1 173 5.000000 500.000000 13.919598
1 172 5.000000 500.000000 13.919598
1 171 5.000000 500.000000 13.919598
1 169 5.000000 500.000000 13.919598
1 168 5.000000 500.000000 13.919598
